timestamp,meterId,tempC,humidityPct,windMs,precipMm
1/3/2025 9:00,M001,9.09,60.3,2.61,0
1/3/2025 10:00,M001,9.91,53.4,6.15,0
1/3/2025 11:00,M001,9.31,52.1,2.3,0
1/3/2025 12:00,M001,7.36,45.5,2.4,0
1/3/2025 13:00,M001,10.36,57.8,1.13,0
1/3/2025 14:00,M001,12.06,37.3,0.56,0
1/3/2025 15:00,M001,6.53,40.5,3.32,0
1/3/2025 16:00,M001,9.3,42,3.38,0.5
1/3/2025 17:00,M001,6.54,38.8,3.1,0
1/3/2025 18:00,M001,5.91,35.4,5.15,0
1/3/2025 19:00,M001,3.39,29.5,2.66,1.5
1/3/2025 20:00,M001,3.5,37.2,1.97,3
1/3/2025 21:00,M001,5.12,37.2,3.05,0
1/3/2025 22:00,M001,3.41,55.1,2.35,0
1/3/2025 23:00,M001,4.73,61,0.79,0
1/4/2025 0:00,M001,3.77,49.7,5.51,0
1/4/2025 1:00,M001,2.79,44.2,1.6,0
1/4/2025 2:00,M001,5.15,59.4,2.47,0
1/4/2025 3:00,M001,3.83,51.2,1.72,0.5
1/4/2025 4:00,M001,5.24,55.4,6.11,0
1/4/2025 5:00,M001,4.52,55.9,1.77,0
1/4/2025 6:00,M001,6.1,57,6.75,0
1/4/2025 7:00,M001,5.99,57.5,1.48,0
1/4/2025 8:00,M001,9.48,50.8,4.32,0
1/4/2025 9:00,M001,7.06,52.9,2.4,0
1/4/2025 10:00,M001,10.64,61.1,0.66,0
1/4/2025 11:00,M001,9.58,52.4,6.6,0
1/4/2025 12:00,M001,11.76,50.8,1.38,0
1/4/2025 13:00,M001,10.99,34,2.03,0
1/4/2025 14:00,M001,12.2,50.7,3.27,0
1/4/2025 15:00,M001,9.92,38.8,0.99,0
1/4/2025 16:00,M001,5.64,48.1,1.56,0
1/4/2025 17:00,M001,6.93,41.3,2.25,0
1/4/2025 18:00,M001,4.24,36.6,0.62,0
1/4/2025 19:00,M001,4.19,30.3,3.05,0
1/4/2025 20:00,M001,6.27,54.4,0.89,0
1/4/2025 21:00,M001,4.13,47.7,4.26,3
1/4/2025 22:00,M001,1.49,50.2,5.57,0
1/4/2025 23:00,M001,0.62,58.3,4.44,0
1/5/2025 0:00,M001,2.05,51.3,4.85,0
1/5/2025 1:00,M001,0.31,60.7,2.18,0
1/5/2025 2:00,M001,1.53,52.1,0.81,0
1/5/2025 3:00,M001,3.64,61.5,5.39,0
1/5/2025 4:00,M001,5.73,54.9,1.59,0
1/5/2025 5:00,M001,5.88,56.6,2.55,0
1/5/2025 6:00,M001,2.56,60.6,1.23,0
1/5/2025 7:00,M001,7.49,52.1,1.09,0
1/5/2025 8:00,M001,8.11,60.6,3.21,0
1/5/2025 9:00,M001,9.45,55.2,2.79,0
1/5/2025 10:00,M001,11.89,43.1,0.63,0
1/5/2025 11:00,M001,6.77,49.8,1.65,0
1/5/2025 12:00,M001,9.11,47.9,8.28,0
1/5/2025 13:00,M001,10.75,52.5,3.91,0.5
1/5/2025 14:00,M001,7.09,46.7,1.51,0
1/5/2025 15:00,M001,11.04,51.6,1.97,0
1/5/2025 16:00,M001,8.55,44.5,2.74,0
1/5/2025 17:00,M001,8.31,37,1.98,0
1/5/2025 18:00,M001,5.14,39.6,6.31,0
1/5/2025 19:00,M001,6.19,38.3,3.75,0
1/5/2025 20:00,M001,5.6,44.3,4.45,0
1/5/2025 21:00,M001,3.52,43.3,4.77,0
1/5/2025 22:00,M001,2.89,41.2,3.74,0
1/5/2025 23:00,M001,2.54,47.5,4.1,0
1/6/2025 0:00,M001,0.7,52.8,6.14,0
1/6/2025 1:00,M001,1.92,46.5,4.24,0
1/6/2025 2:00,M001,2.31,56.9,1.02,0
1/6/2025 3:00,M001,3.75,47.6,7.61,0
1/6/2025 4:00,M001,5.5,65.3,0.49,0
1/6/2025 5:00,M001,3.38,62.8,3.64,0
1/6/2025 6:00,M001,5.81,69.8,2.95,0
1/6/2025 7:00,M001,9.26,53,1.85,0
1/6/2025 8:00,M001,6.88,65.5,4.78,0
1/6/2025 9:00,M001,7.6,62.7,2.39,0
1/6/2025 10:00,M001,9.77,53.9,3.79,0
1/6/2025 11:00,M001,11.13,50.3,0.91,0
1/6/2025 12:00,M001,10.02,43.5,5.36,0
1/6/2025 13:00,M001,11.86,39.3,5.05,0
1/6/2025 14:00,M001,10.75,40.5,2.69,0
1/6/2025 15:00,M001,10.09,35.4,1.28,3
1/6/2025 16:00,M001,8.83,50.9,5.61,0
1/6/2025 17:00,M001,10.53,31.3,0.52,0
1/6/2025 18:00,M001,5.69,40.9,2.8,6
1/6/2025 19:00,M001,1.96,43,2.14,3
1/6/2025 20:00,M001,6.41,43.5,3.56,0
1/6/2025 21:00,M001,2.49,45.6,2.11,0
1/6/2025 22:00,M001,2.7,50.7,4.87,0
1/6/2025 23:00,M001,4.1,44.7,1.01,0
1/7/2025 0:00,M001,-0.4,50.5,5.64,0
1/7/2025 1:00,M001,0.26,50.8,2.44,0
1/7/2025 2:00,M001,0.13,62.8,1.78,0
1/7/2025 3:00,M001,1.98,69.7,3.5,0
1/7/2025 4:00,M001,4.66,51.5,4.69,0
1/7/2025 5:00,M001,5.75,47.5,2.28,0
1/7/2025 6:00,M001,6.41,63.4,2.44,0
1/7/2025 7:00,M001,4.92,66.1,1.42,3
1/7/2025 8:00,M001,4.53,70.4,0.49,0
1/7/2025 9:00,M001,8.91,61.5,1.71,0
1/7/2025 10:00,M001,8.76,63.4,2.72,0
1/7/2025 11:00,M001,10.55,62.5,2.03,0
1/7/2025 12:00,M001,11.05,58.8,2.03,0
1/7/2025 13:00,M001,10.07,52.7,1,0
1/7/2025 14:00,M001,10.6,37.3,1.15,0
1/7/2025 15:00,M001,9.17,42.9,0.98,0
1/7/2025 16:00,M001,8.8,43.1,2.77,0
1/7/2025 17:00,M001,5.98,39.7,3.6,0
1/7/2025 18:00,M001,5.73,39.8,2.85,0
1/7/2025 19:00,M001,5.26,49.7,3.74,0
1/7/2025 20:00,M001,5.23,36.8,1.14,0
1/7/2025 21:00,M001,2.58,47.7,2.61,0
1/7/2025 22:00,M001,3.32,46.9,1.81,0
1/7/2025 23:00,M001,1.74,42.3,2.32,0
1/8/2025 0:00,M001,1.82,43.5,0.67,0
1/8/2025 1:00,M001,3.38,42.4,0.96,0
1/8/2025 2:00,M001,-0.45,57.9,2.71,0
1/8/2025 3:00,M001,1.23,56.7,1.41,0
1/8/2025 4:00,M001,1.78,53.7,1.48,0
1/8/2025 5:00,M001,1.46,48.4,2.18,0
1/8/2025 6:00,M001,4.98,62.6,3.65,0
1/8/2025 7:00,M001,8.16,58.6,4.62,0
1/8/2025 8:00,M001,7.57,54.4,0.53,0.5
1/8/2025 9:00,M001,9.13,51.3,1.74,0
1/8/2025 10:00,M001,11.1,53.6,2.96,0
1/8/2025 11:00,M001,11.86,55.4,3.53,0
1/8/2025 12:00,M001,9.9,48,4.35,0
1/8/2025 13:00,M001,11.89,40.3,3.29,0
1/8/2025 14:00,M001,9.6,44.7,1.53,0
1/8/2025 15:00,M001,7.57,49.2,2.92,1.5
1/8/2025 16:00,M001,7.11,41.6,2.67,0
1/8/2025 17:00,M001,4.81,40.8,0.92,0
1/8/2025 18:00,M001,4.67,38,1.39,0
1/8/2025 19:00,M001,4.43,35,3.15,0
1/8/2025 20:00,M001,5.21,35.8,4.35,0
1/8/2025 21:00,M001,5.75,33,1.66,0
1/8/2025 22:00,M001,0.46,52.1,8.28,0
1/8/2025 23:00,M001,2.73,50.2,0.17,0
1/9/2025 0:00,M001,0.44,50.5,2.5,0
1/9/2025 1:00,M001,2.85,54.4,2.71,0
1/9/2025 2:00,M001,2.34,57,4.92,0
1/9/2025 3:00,M001,0.43,52.7,1.49,0
1/9/2025 4:00,M001,5.39,56.7,1.7,0
1/9/2025 5:00,M001,4.06,56.8,1.73,0
1/9/2025 6:00,M001,5.2,75.1,4.76,0.5
1/9/2025 7:00,M001,5.43,65.8,5.35,0
1/9/2025 8:00,M001,7.02,59.7,1.94,0
1/9/2025 9:00,M001,9.47,65.3,1.23,0
1/9/2025 10:00,M001,9.18,62.4,1.26,0
1/9/2025 11:00,M001,10.36,44.3,0.79,0
1/9/2025 12:00,M001,10.54,48.7,5.72,0
1/9/2025 13:00,M001,11.84,47.3,2.54,0
1/9/2025 14:00,M001,8.95,48.7,4.6,0
1/9/2025 15:00,M001,6.61,41.6,2.1,0
1/9/2025 16:00,M001,9.6,40.7,9.09,0
1/9/2025 17:00,M001,6.54,37.6,4.11,0
1/9/2025 18:00,M001,7.67,46.3,3.18,0
1/9/2025 19:00,M001,5.54,31.7,3.64,0
1/9/2025 20:00,M001,3.8,38.8,1.17,0
1/9/2025 21:00,M001,3.69,31.9,1.75,0
1/9/2025 22:00,M001,5.46,38.8,4.56,0
1/9/2025 23:00,M001,5.25,49.3,2.59,0
1/10/2025 0:00,M001,2.1,52,3.79,0
1/10/2025 1:00,M001,2.38,50.7,2.05,0
1/10/2025 2:00,M001,4.15,61.7,2.33,0
1/10/2025 3:00,M001,1.9,65.2,5.44,0
1/10/2025 4:00,M001,4.5,58.2,2.9,0
1/10/2025 5:00,M001,4.93,61.2,2.99,0
1/10/2025 6:00,M001,6.47,57.3,2.43,0
1/10/2025 7:00,M001,5.79,63.4,1.88,3
1/10/2025 8:00,M001,5.62,51.5,2.14,0
1/10/2025 9:00,M001,5.72,67.8,2.61,0
1/10/2025 10:00,M001,7.79,61.8,5.63,0
1/10/2025 11:00,M001,9.18,45.4,2.62,0
1/10/2025 12:00,M001,9.56,45.3,4.95,0
1/10/2025 13:00,M001,12.77,49.9,1.27,0.5
1/10/2025 14:00,M001,11.12,43,3.48,0
1/10/2025 15:00,M001,7.39,46.2,0.47,0
1/10/2025 16:00,M001,8.52,39.2,1.44,0
1/10/2025 17:00,M001,6.42,49.5,1.49,0.5
1/10/2025 18:00,M001,5.57,40,1.77,0
1/10/2025 19:00,M001,5.24,54.9,4.94,3
1/10/2025 20:00,M001,4.93,45,0.51,0
1/10/2025 21:00,M001,2.66,34.8,5.35,0
1/10/2025 22:00,M001,4.13,57.5,0.45,0
1/10/2025 23:00,M001,0.42,54,1.97,3
1/11/2025 0:00,M001,2.01,52.3,2.05,0
1/11/2025 1:00,M001,6.03,56.5,6.5,1.5
1/11/2025 2:00,M001,2.87,47.9,3.98,0
1/11/2025 3:00,M001,5.32,46.2,7.91,3
1/11/2025 4:00,M001,4.14,58.4,8.69,0
1/11/2025 5:00,M001,5.84,67.9,4.92,0
1/11/2025 6:00,M001,5.91,62.4,1.41,0
1/11/2025 7:00,M001,6.78,69.9,3.36,0
1/11/2025 8:00,M001,6.83,66.6,2.74,0
1/11/2025 9:00,M001,9.47,57.2,1.65,0
1/11/2025 10:00,M001,8.19,62.1,4.73,0
1/11/2025 11:00,M001,10.86,61.7,0.78,1.5
1/11/2025 12:00,M001,11.63,49.5,1.26,0
1/11/2025 13:00,M001,10.41,46.1,0.51,0
1/11/2025 14:00,M001,9.03,45.8,1.13,0
1/11/2025 15:00,M001,9.51,28.5,1.35,0
1/11/2025 16:00,M001,7.54,43,2.27,0
1/11/2025 17:00,M001,8.44,44.7,4.98,0
1/11/2025 18:00,M001,3.25,40.9,1.73,0
1/11/2025 19:00,M001,4.46,42.4,5.05,0.5
1/11/2025 20:00,M001,1.01,41.1,8.58,0.5
1/11/2025 21:00,M001,0.93,30.9,5.51,0
1/11/2025 22:00,M001,4.58,55,1.19,0
1/11/2025 23:00,M001,3.48,45.2,1.52,0.5
1/12/2025 0:00,M001,0.92,46.3,5.07,0
1/12/2025 1:00,M001,-0.12,60.7,1.49,0
1/12/2025 2:00,M001,-1.91,60.9,2.7,0
1/12/2025 3:00,M001,2.36,58.7,3.53,0
1/12/2025 4:00,M001,7.63,63.3,4.18,0
1/12/2025 5:00,M001,5.62,52.7,2.98,0
1/12/2025 6:00,M001,5.16,59.5,0.95,0.5
1/12/2025 7:00,M001,7.73,67.4,1.89,0
1/12/2025 8:00,M001,5.66,54.6,5.51,0
1/12/2025 9:00,M001,8.38,51.1,2.56,0
1/12/2025 10:00,M001,9.61,55.5,7.4,0
1/12/2025 11:00,M001,9.73,53.2,3.1,0
1/12/2025 12:00,M001,11.19,53.9,1.31,0
1/12/2025 13:00,M001,10.38,39.1,3.82,0
1/12/2025 14:00,M001,10.47,29.7,5.7,0
1/12/2025 15:00,M001,7.8,48.5,2.82,3
1/12/2025 16:00,M001,9.35,34.8,2.86,0
1/12/2025 17:00,M001,9.48,36.7,3.35,0
1/12/2025 18:00,M001,4.54,26.9,3.62,1.5
1/12/2025 19:00,M001,3.63,46.5,1.55,0
1/12/2025 20:00,M001,6,43.4,0.53,0
1/12/2025 21:00,M001,2.88,44.8,3.95,0
1/12/2025 22:00,M001,4.64,46.8,2.57,0
1/12/2025 23:00,M001,1.47,35.1,3.39,0
1/13/2025 0:00,M001,4.18,44.1,2.25,0
1/13/2025 1:00,M001,2.33,49.9,3.43,0
1/13/2025 2:00,M001,2.92,50.5,1.22,0
1/13/2025 3:00,M001,5.52,55.4,1.94,0
1/13/2025 4:00,M001,3.46,60.1,1.17,0
1/13/2025 5:00,M001,3.55,65.7,1.98,3
1/13/2025 6:00,M001,5.33,51.1,0.82,1.5
1/13/2025 7:00,M001,7.71,59.6,4.22,0
1/13/2025 8:00,M001,5.65,62.9,6.34,0
1/13/2025 9:00,M001,9.78,51.5,0.87,0
1/13/2025 10:00,M001,8.66,53.8,2.6,0
1/13/2025 11:00,M001,11.59,55.4,2.25,0
1/13/2025 12:00,M001,6.41,50.1,6.51,0
1/13/2025 13:00,M001,8.68,51.5,2.72,0
1/13/2025 14:00,M001,6.93,45.6,5.34,0
1/13/2025 15:00,M001,7.59,41.1,4.03,0
1/13/2025 16:00,M001,8.37,34.3,3.14,0
1/13/2025 17:00,M001,6.77,41.8,1.69,0.5
1/13/2025 18:00,M001,5.62,40.6,3.15,3
1/13/2025 19:00,M001,4.73,34.4,1.15,0
1/13/2025 20:00,M001,4.31,44.8,1.93,0
1/13/2025 21:00,M001,1.66,50.5,0.46,0
1/13/2025 22:00,M001,3.6,41,5.92,0
1/13/2025 23:00,M001,3.13,43,2.89,0
1/14/2025 0:00,M001,2.58,45.4,5.81,0
1/14/2025 1:00,M001,2.97,42.5,2.8,0
1/14/2025 2:00,M001,2.98,67,2.95,0
1/14/2025 3:00,M001,6.22,54.4,3.87,0
1/14/2025 4:00,M001,3.87,53.5,2.45,0
1/14/2025 5:00,M001,4.5,52.9,2.23,0
1/14/2025 6:00,M001,4.87,57.7,2.01,0
1/14/2025 7:00,M001,5.49,55.5,1.22,0
1/14/2025 8:00,M001,6.13,67.3,2.02,0
1/14/2025 9:00,M001,7.5,49.6,5.01,0
1/14/2025 10:00,M001,9.36,45.8,1.88,0
1/14/2025 11:00,M001,10.37,55.9,8.37,0
1/14/2025 12:00,M001,10.08,49.4,0.51,0
1/14/2025 13:00,M001,8.72,46.1,5.15,0
1/14/2025 14:00,M001,10.81,48.4,2.17,0
1/14/2025 15:00,M001,9.94,43.7,3.57,0
1/14/2025 16:00,M001,7.76,41.1,1.3,0
1/14/2025 17:00,M001,6.06,31.9,0.63,1.5
1/14/2025 18:00,M001,6.82,30,4.5,0
1/14/2025 19:00,M001,5.25,36.1,5.81,0
1/14/2025 20:00,M001,1.83,34.8,2.63,0
1/14/2025 21:00,M001,3.07,44.5,1.89,0
1/14/2025 22:00,M001,2.93,34.2,2.49,0
1/14/2025 23:00,M001,0.79,44.7,2.49,0
1/15/2025 0:00,M001,2.28,49,2.14,0
1/15/2025 1:00,M001,-0.05,52.4,2.84,0
1/15/2025 2:00,M001,4.54,57.4,3.7,0
1/15/2025 3:00,M001,5.04,55.1,3.49,0
1/15/2025 4:00,M001,3.62,54.7,1.62,0
1/15/2025 5:00,M001,5.51,67.1,2.17,3
1/15/2025 6:00,M001,2.39,58.1,1.1,0
1/15/2025 7:00,M001,5.3,68.2,3.42,0
1/15/2025 8:00,M001,7.56,56.7,1.38,0
1/15/2025 9:00,M001,7.22,57,0.27,0
1/15/2025 10:00,M001,10.54,54.2,1.75,0
1/15/2025 11:00,M001,12.86,54,3.54,0
1/15/2025 12:00,M001,8.24,47.5,3.67,0
1/15/2025 13:00,M001,8.61,48,5.09,0
1/15/2025 14:00,M001,9.82,54.2,9.27,0
1/15/2025 15:00,M001,11.25,49.2,2.56,0
1/15/2025 16:00,M001,6.17,47.7,2.24,0
1/15/2025 17:00,M001,7.41,32.3,2.8,0
1/15/2025 18:00,M001,8.73,32.9,1.94,0
1/15/2025 19:00,M001,2.49,41.6,1,0
1/15/2025 20:00,M001,2.08,46,0.93,0
1/15/2025 21:00,M001,2.54,39.8,2.36,0
1/15/2025 22:00,M001,1.76,40.8,6.15,0
1/15/2025 23:00,M001,3.36,55.8,1.84,0
1/16/2025 0:00,M001,2.36,54.1,4.1,0
1/16/2025 1:00,M001,-0.53,58.9,5.44,0
1/16/2025 2:00,M001,3.31,52.4,4.06,0
1/16/2025 3:00,M001,2.31,54,4.37,0
1/16/2025 4:00,M001,5.91,64.4,1,0
1/16/2025 5:00,M001,4.02,58.1,2.12,0
1/16/2025 6:00,M001,5.05,56.3,0.7,1.5
1/16/2025 7:00,M001,7.85,54.2,1.59,0
1/16/2025 8:00,M001,9.14,55.6,0.92,0
1/16/2025 9:00,M001,9.5,62.3,3.56,0
1/16/2025 10:00,M001,6.94,45.9,0.92,0
1/16/2025 11:00,M001,10.67,56.4,0.93,0
1/16/2025 12:00,M001,8.45,45.8,2.44,0
1/16/2025 13:00,M001,10.22,46.2,0.48,0
1/16/2025 14:00,M001,7.33,44.1,8.73,0
1/16/2025 15:00,M001,9.5,41.6,2.09,0
1/16/2025 16:00,M001,6.79,39.6,5.36,0
1/16/2025 17:00,M001,5.11,37.7,0.97,0
1/16/2025 18:00,M001,7.07,36.6,3.18,0
1/16/2025 19:00,M001,5.33,48.3,3.65,0
1/16/2025 20:00,M001,3.08,41.5,1.16,1.5
1/16/2025 21:00,M001,5.35,42.2,4.25,0
1/16/2025 22:00,M001,1.87,41.1,1.56,0
1/16/2025 23:00,M001,2.18,45,1.83,0
1/17/2025 0:00,M001,2.4,46.2,1.15,0
1/17/2025 1:00,M001,1.21,57.2,4.39,1.5
1/17/2025 2:00,M001,3.24,50.5,3.14,0
1/17/2025 3:00,M001,2.37,43.6,3,0.5
1/17/2025 4:00,M001,3.38,59,2.94,0
1/17/2025 5:00,M001,7.01,58,3.07,0
1/17/2025 6:00,M001,4.44,56.5,1.5,0
1/17/2025 7:00,M001,3.42,65.1,4.03,3
1/17/2025 8:00,M001,10.42,42.3,1.32,0
1/17/2025 9:00,M001,12.65,66.5,2.97,0
1/17/2025 10:00,M001,8.86,61.3,2.3,0
1/17/2025 11:00,M001,6.96,48.8,1.75,0
1/17/2025 12:00,M001,9.53,47.3,2.34,0
1/17/2025 13:00,M001,9.43,50.4,3,0
1/17/2025 14:00,M001,9.18,48.2,4.02,0
1/17/2025 15:00,M001,7.16,39.1,2.66,0
1/17/2025 16:00,M001,8.87,31.6,4.73,0
1/17/2025 17:00,M001,7.82,53,1.57,0
1/17/2025 18:00,M001,3.76,45.7,2.08,6
1/17/2025 19:00,M001,6.01,41.3,3.61,0
1/17/2025 20:00,M001,7.08,42.4,0.98,6
1/17/2025 21:00,M001,3.43,46.7,4.35,0
1/17/2025 22:00,M001,2.03,49.4,1.04,1.5
1/17/2025 23:00,M001,1.92,34.9,7.4,0
1/18/2025 0:00,M001,2.92,47.9,1.58,0
1/18/2025 1:00,M001,-0.46,49.9,7,0
1/18/2025 2:00,M001,2.78,54,4.13,0
1/18/2025 3:00,M001,2.59,61.7,0.81,0
1/18/2025 4:00,M001,6.77,47.9,1.27,0
1/18/2025 5:00,M001,4.7,51.6,0.91,0
1/18/2025 6:00,M001,8.5,55.9,2.06,0
1/18/2025 7:00,M001,5.38,60.6,4.7,0
1/18/2025 8:00,M001,8.88,63.7,6.43,0
1/18/2025 9:00,M001,9.31,66.9,1.14,0
1/18/2025 10:00,M001,8.16,53.3,1.02,3
1/18/2025 11:00,M001,10.13,57.6,3.3,0
1/18/2025 12:00,M001,11.82,54.3,0.84,0
1/18/2025 13:00,M001,9.38,50.7,4.65,0
1/18/2025 14:00,M001,6.93,44.9,3.89,0
1/18/2025 15:00,M001,8.8,40.5,2.69,0
1/18/2025 16:00,M001,6.65,34.9,4.53,0
1/18/2025 17:00,M001,6.52,33.6,4.43,0
1/18/2025 18:00,M001,5.88,42.1,1.26,0
1/18/2025 19:00,M001,2.41,40,0.99,0
1/18/2025 20:00,M001,1.58,38.8,2.47,3
1/18/2025 21:00,M001,3.89,46.9,4.6,0
1/18/2025 22:00,M001,1.75,43.8,1.21,0
1/18/2025 23:00,M001,-1.71,41.9,1.04,0
1/19/2025 0:00,M001,3.18,48.4,1.09,6
1/19/2025 1:00,M001,2.54,57.5,1.86,3
1/19/2025 2:00,M001,1.47,48.9,0.18,0
1/19/2025 3:00,M001,1.2,58.3,1.36,0
1/19/2025 4:00,M001,5.25,58.3,3.49,0
1/19/2025 5:00,M001,5.49,55.1,4.58,0
1/19/2025 6:00,M001,9.57,58.2,8.77,0
1/19/2025 7:00,M001,7.67,50.2,2.4,0
1/19/2025 8:00,M001,8.58,59.3,1.66,0
1/19/2025 9:00,M001,8.58,48.9,7.61,0
1/19/2025 10:00,M001,10.69,61.4,2.6,0
1/19/2025 11:00,M001,10.8,52,2.65,6
1/19/2025 12:00,M001,11.88,46.6,5.65,0
1/19/2025 13:00,M001,9.08,54.4,0.65,0.5
1/19/2025 14:00,M001,8.81,38.8,2.74,3
1/19/2025 15:00,M001,8.11,38.4,0.91,0
1/19/2025 16:00,M001,9.19,30.4,0.49,0
1/19/2025 17:00,M001,9.28,48.2,1.27,6
1/19/2025 18:00,M001,5.31,51.2,6.74,0
1/19/2025 19:00,M001,4.33,30.3,0.65,0
1/19/2025 20:00,M001,4.47,36.4,1.86,0
1/19/2025 21:00,M001,2.8,43.3,4.31,0
1/19/2025 22:00,M001,3.96,41.9,1.34,0
1/19/2025 23:00,M001,-1.24,47.2,8.68,0.5
1/20/2025 0:00,M001,0.76,49.3,2.53,0
1/20/2025 1:00,M001,0.96,55,0.59,0
1/20/2025 2:00,M001,-0.94,49.2,1.25,0
1/20/2025 3:00,M001,1.73,58.2,0.63,0.5
1/20/2025 4:00,M001,2.63,52,1.38,0
1/20/2025 5:00,M001,4.66,57.2,2.05,0
1/20/2025 6:00,M001,7.67,49.6,4.37,0
1/20/2025 7:00,M001,6.67,57.2,9.82,0
1/20/2025 8:00,M001,6.45,55.2,2.11,0
1/20/2025 9:00,M001,8.74,62.7,3.92,0
1/20/2025 10:00,M001,11.04,54.6,2.33,0
1/20/2025 11:00,M001,8.4,53.3,1.19,0
1/20/2025 12:00,M001,8.63,49.9,1.53,0
1/20/2025 13:00,M001,10.7,34.6,6.35,0
1/20/2025 14:00,M001,9.13,33,1.78,0
1/20/2025 15:00,M001,9.8,41,7.12,0
1/20/2025 16:00,M001,7.98,43,2.69,0
1/20/2025 17:00,M001,8.09,38.9,2.86,0
1/20/2025 18:00,M001,4.45,34.8,5.52,0
1/20/2025 19:00,M001,4.95,38.9,3.01,0
1/20/2025 20:00,M001,3.68,39.4,0.14,0
1/20/2025 21:00,M001,1.35,47.6,1.4,0
1/20/2025 22:00,M001,0.19,49.3,2.84,0
1/20/2025 23:00,M001,3.16,44.1,3.08,0
1/21/2025 0:00,M001,1.47,49.7,3.02,0
1/21/2025 1:00,M001,0.6,54.2,2.39,3
1/21/2025 2:00,M001,2.39,57.5,2.77,0
1/21/2025 3:00,M001,4.86,67,5.87,0
1/21/2025 4:00,M001,0.58,58.5,1.92,0
1/21/2025 5:00,M001,2.72,66.7,2.4,0
1/21/2025 6:00,M001,4.62,53,4.73,0
1/21/2025 7:00,M001,9.23,55.8,4.85,0
1/21/2025 8:00,M001,8.42,45.8,0.97,0
1/21/2025 9:00,M001,9.98,58,0.4,0.5
1/21/2025 10:00,M001,7.75,58.9,4.19,0
1/21/2025 11:00,M001,8.18,37.3,3.4,0
1/21/2025 12:00,M001,10.67,51.1,2.57,0
1/21/2025 13:00,M001,9.95,51,4.45,0
1/21/2025 14:00,M001,10.29,48.3,2.18,0
1/21/2025 15:00,M001,8.55,35.8,3.3,0
1/21/2025 16:00,M001,8.42,46,1.78,0
1/21/2025 17:00,M001,7.27,40.4,1.38,0
1/21/2025 18:00,M001,7.17,43.5,2.14,0
