meterId,timestamp,region,buildingType,floorAreaM2,insulationRating,hvacAgeYears,solarCapacityKw,evCharger,tariffTier,gridPriceUsdPerKwh,occupancyIndex,solarGenerationKwh,energyConsumKwh
M001,1/5/2025 0:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,offPeak,0.1282,0.05,0,2.32
M001,1/5/2025 1:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,offPeak,0.1256,0.05,0,2.3748
M001,1/5/2025 2:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,offPeak,0.1369,0.05,0,2.4243
M001,1/5/2025 3:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,offPeak,0.1268,0.05,0,2.0868
M001,1/5/2025 4:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,offPeak,0.1141,0.05,0,1.6158
M001,1/5/2025 5:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,offPeak,0.1297,0.05,0,1.3492
M001,1/5/2025 6:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,offPeak,0.1286,0.087,0,1.8675
M001,1/5/2025 7:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,midPeak,0.1522,0.159,0.725,1.1046
M001,1/5/2025 8:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,midPeak,0.1672,0.196,1.285,0.4171
M001,1/5/2025 9:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,midPeak,0.1508,0.343,2.064,0.1893
M001,1/5/2025 10:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,midPeak,0.1374,0.451,2.575,0
M001,1/5/2025 11:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,midPeak,0.1646,0.598,2.327,0.4541
M001,1/5/2025 12:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,midPeak,0.154,0.733,2.539,0.699
M001,1/5/2025 13:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,midPeak,0.1551,0.69,2.278,0.5591
M001,1/5/2025 14:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,midPeak,0.1582,0.802,2.775,0.6175
M001,1/5/2025 15:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,midPeak,0.1441,0.599,1.834,0.8417
M001,1/5/2025 16:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,onPeak,0.2018,0.444,1.18,1.2937
M001,1/5/2025 17:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,onPeak,0.2047,0.32,0.645,1.1276
M001,1/5/2025 18:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,onPeak,0.2159,0.254,0,2.0346
M001,1/5/2025 19:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,onPeak,0.2077,0.145,0,1.7541
M001,1/5/2025 20:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,onPeak,0.214,0.115,0,1.9411
M001,1/5/2025 21:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,onPeak,0.224,0.067,0,2.2932
M001,1/5/2025 22:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,onPeak,0.2256,0.05,0,2.1265
M001,1/5/2025 23:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,onPeak,0.2122,0.05,0,2.5654
M001,1/6/2025 0:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,offPeak,0.1247,0.241,0,2.9271
M001,1/6/2025 1:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,offPeak,0.1271,0.251,0,2.9529
M001,1/6/2025 2:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,offPeak,0.1238,0.14,0,2.3614
M001,1/6/2025 3:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,offPeak,0.1271,0.136,0,2.5737
M001,1/6/2025 4:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,offPeak,0.1183,0.146,0,2.506
M001,1/6/2025 5:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,offPeak,0.1246,0.181,0,2.2039
M001,1/6/2025 6:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,offPeak,0.1225,0.185,0,2.0012
M001,1/6/2025 7:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,midPeak,0.1569,0.278,0.713,1.8991
M001,1/6/2025 8:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,midPeak,0.1584,0.352,1.54,1.6485
M001,1/6/2025 9:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,midPeak,0.1476,0.457,1.774,1.3097
M001,1/6/2025 10:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,midPeak,0.1577,0.569,2.43,0.7796
M001,1/6/2025 11:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,midPeak,0.1523,0.696,2.912,0.064
M001,1/6/2025 12:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,midPeak,0.145,0.78,2.795,0.6685
M001,1/6/2025 13:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,midPeak,0.1468,0.868,2.696,0.2294
M001,1/6/2025 14:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,midPeak,0.1436,0.885,2.237,0.5313
M001,1/6/2025 15:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,midPeak,0.1474,0.66,1.913,1.2309
M001,1/6/2025 16:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,onPeak,0.2103,0.591,1.499,1.6565
M001,1/6/2025 17:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,onPeak,0.2019,0.401,0.792,1.4709
M001,1/6/2025 18:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,onPeak,0.2191,0.278,0,2.6364
M001,1/6/2025 19:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,onPeak,0.2324,0.318,0,3.1568
M001,1/6/2025 20:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,onPeak,0.2221,0.29,0,2.2354
M001,1/6/2025 21:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,onPeak,0.2317,0.234,0,2.6895
M001,1/6/2025 22:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,onPeak,0.2278,0.141,0,2.6727
M001,1/6/2025 23:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,onPeak,0.2213,0.239,0,3.199
M001,1/7/2025 0:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,offPeak,0.1316,0.233,0,3.0598
M001,1/7/2025 1:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,offPeak,0.1295,0.296,0,2.6315
M001,1/7/2025 2:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,offPeak,0.1318,0.17,0,2.2022
M001,1/7/2025 3:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,offPeak,0.1213,0.216,0,2.1547
M001,1/7/2025 4:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,offPeak,0.1229,0.156,0,1.8265
M001,1/7/2025 5:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,offPeak,0.1269,0.114,0,1.792
M001,1/7/2025 6:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,offPeak,0.1196,0.138,0,1.9375
M001,1/7/2025 7:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,midPeak,0.1628,0.273,0.638,2.276
M001,1/7/2025 8:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,midPeak,0.1555,0.306,1.336,0.9573
M001,1/7/2025 9:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,midPeak,0.1459,0.48,2.051,0
M001,1/7/2025 10:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,midPeak,0.1469,0.628,2.242,0.1587
M001,1/7/2025 11:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,midPeak,0.1471,0.743,2.765,0
M001,1/7/2025 12:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,midPeak,0.1456,0.777,2.959,0
M001,1/7/2025 13:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,midPeak,0.1475,0.847,2.672,0
M001,1/7/2025 14:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,midPeak,0.1489,0.866,2.519,0.6725
M001,1/7/2025 15:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,midPeak,0.1581,0.759,1.789,1.8133
M001,1/7/2025 16:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,onPeak,0.21,0.613,1.354,1.7657
M001,1/7/2025 17:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,onPeak,0.2247,0.498,0.664,2.8842
M001,1/7/2025 18:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,onPeak,0.2093,0.332,0,3.5777
M001,1/7/2025 19:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,onPeak,0.2201,0.281,0,3.0644
M001,1/7/2025 20:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,onPeak,0.2177,0.257,0,2.9798
M001,1/7/2025 21:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,onPeak,0.2312,0.258,0,2.7042
M001,1/7/2025 22:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,onPeak,0.222,0.201,0,2.4074
M001,1/7/2025 23:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,onPeak,0.2316,0.196,0,2.9538
M001,1/8/2025 0:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,offPeak,0.1258,0.212,0,2.928
M001,1/8/2025 1:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,offPeak,0.1273,0.199,0,2.6518
M001,1/8/2025 2:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,offPeak,0.1387,0.184,0,2.9136
M001,1/8/2025 3:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,offPeak,0.1192,0.166,0,2.8504
M001,1/8/2025 4:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,offPeak,0.1262,0.115,0,2.7882
M001,1/8/2025 5:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,offPeak,0.1374,0.236,0,2.8471
M001,1/8/2025 6:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,offPeak,0.1271,0.253,0,2.4055
M001,1/8/2025 7:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,midPeak,0.1577,0.284,0.654,1.5899
M001,1/8/2025 8:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,midPeak,0.152,0.364,1.166,1.0428
M001,1/8/2025 9:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,midPeak,0.1487,0.446,2.203,0.0423
M001,1/8/2025 10:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,midPeak,0.1481,0.689,2.654,0.2036
M001,1/8/2025 11:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,midPeak,0.1449,0.786,2.698,0.3299
M001,1/8/2025 12:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,midPeak,0.1447,0.952,2.751,1.16
M001,1/8/2025 13:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,midPeak,0.143,0.864,2.595,0.5507
M001,1/8/2025 14:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,midPeak,0.1633,0.852,2.591,1.2007
M001,1/8/2025 15:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,midPeak,0.1584,0.739,1.625,1.8186
M001,1/8/2025 16:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,onPeak,0.2049,0.668,1.48,1.6373
M001,1/8/2025 17:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,onPeak,0.2289,0.351,0.809,1.443
M001,1/8/2025 18:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,onPeak,0.218,0.375,0,1.9319
M001,1/8/2025 19:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,onPeak,0.231,0.282,0,2.3147
M001,1/8/2025 20:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,onPeak,0.2239,0.285,0,2.4816
M001,1/8/2025 21:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,onPeak,0.2027,0.185,0,2.4495
M001,1/8/2025 22:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,onPeak,0.2249,0.118,0,2.6257
M001,1/8/2025 23:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,onPeak,0.2275,0.296,0,2.8784
M001,1/9/2025 0:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,offPeak,0.1331,0.199,0,2.7558
M001,1/9/2025 1:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,offPeak,0.1293,0.248,0,3.0226
M001,1/9/2025 2:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,offPeak,0.1322,0.185,0,2.9077
M001,1/9/2025 3:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,offPeak,0.1299,0.258,0,3.4943
M001,1/9/2025 4:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,offPeak,0.114,0.243,0,2.8706
M001,1/9/2025 5:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,offPeak,0.122,0.274,0,2.6492
M001,1/9/2025 6:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,offPeak,0.1121,0.216,0,2.9572
M001,1/9/2025 7:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,midPeak,0.16,0.342,0.738,2.5718
M001,1/9/2025 8:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,midPeak,0.1638,0.373,1.479,1.4821
M001,1/9/2025 9:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,midPeak,0.1591,0.367,2.123,0.5549
M001,1/9/2025 10:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,midPeak,0.1499,0.667,2.563,0.7623
M001,1/9/2025 11:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,midPeak,0.1513,0.774,2.518,0.4402
M001,1/9/2025 12:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,midPeak,0.1419,0.843,2.944,0.1866
M001,1/9/2025 13:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,midPeak,0.1502,0.894,2.573,0.5267
M001,1/9/2025 14:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,midPeak,0.149,0.807,2.208,1.3864
M001,1/9/2025 15:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,midPeak,0.1567,0.753,1.854,1.7247
M001,1/9/2025 16:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,onPeak,0.2074,0.627,1.282,1.7205
M001,1/9/2025 17:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,onPeak,0.2124,0.463,0.764,2.5921
M001,1/9/2025 18:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,onPeak,0.2131,0.358,0,2.8453
M001,1/9/2025 19:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,onPeak,0.2162,0.247,0,2.8461
M001,1/9/2025 20:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,onPeak,0.226,0.187,0,2.9099
M001,1/9/2025 21:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,onPeak,0.2243,0.215,0,2.8385
M001,1/9/2025 22:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,onPeak,0.224,0.218,0,2.672
M001,1/9/2025 23:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,onPeak,0.2152,0.181,0,2.469
M001,1/10/2025 0:00,W,commercial,113,0.709966134,16.48692357,2.762723348,1,offPeak,0.1314,0.224,0,2.3557
